公司代码,公司简称,公司全称,英文名称,注册地址,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,地 区,省 份,城 市,所属行业,公司网址
000829,天音控股,天音通信控股股份有限公司,"Telling Telecommunication Holding Co.,Ltd.",江西省赣州市红旗大道20号奥林神大厦八楼,829,天音控股,12/2/1997,"946,901,092","946,836,513",华东,江西,赣州市,H 批发零售,www.chinatelling.com
000830,鲁西化工,鲁西化工集团股份有限公司,"Luxi Chemical Group Co.,Ltd.",山东省聊城市鲁化路68号,830,鲁西化工,8/7/1998,"1,046,233,328","1,045,922,515",华东,山东,聊城市,C4 石化塑胶,www.luxichemical.com
000831,关铝股份,山西关铝股份有限公司,"SHANXI GUANLU CO.,LTD",山西省运城市解州镇新建路36号,831,*ST关铝,9/11/1998,"653,400,000","457,957,030",华北,山西,运城市,C6 金属非金属,www.sxglgf.com
000833,贵糖股份,广西贵糖(集团)股份有限公司,"GUANGXI GUITANG (GROUP) CO., LTD",广西贵港市幸福路100号,833,贵糖股份,11/11/1998,"296,067,880","296,058,970",华南,广西,贵港市,C0 食品饮料,www.Guitang.com
000835,四川圣达,四川圣达实业股份有限公司,"Sichuan Shengda Industrial Co.,Ltd",四川省成都市高新区紫薇东路16号,835,四川圣达,6/25/1999,"305,370,000","305,370,000",西南,四川,成都市,C4 石化塑胶,www.shengdagroup.com
000836,鑫茂科技,天津鑫茂科技股份有限公司,"TIANJIN XINMAO SIENCE&TECHNOLOGY CO.,LTD.",天津市新技术产业园区榕苑路1号,836,鑫茂科技,9/29/1997,"224,998,320","196,401,136",华北,天津,天津市,J 房地产业,www.xinmaokeji.com.cn
000837,秦川发展,陕西秦川机械发展股份有限公司,"QINCHUAN MACHINERY DEVELOPMENT CO.,LTD",陕西省宝鸡市姜谭路22 号,837,秦川发展,9/28/1998,"348,717,600","348,639,089",西北,陕西,宝鸡市,C7 机械设备,www.qinchuan.com
000838,国兴地产,国兴融达地产股份有限公司,"Guoxing Rongda Real Estate CO.,LTD.",四川省德阳市泰山南路230号,838,国兴地产,6/26/1997,"180,999,720","86,444,238",西南,四川,德阳市,E 建筑业,www.gxland.com.cn
000839,中信国安,中信国安信息产业股份有限公司,"CITIC GUOAN INFORMATION INDUSTRY CO., LTD",北京市海淀区海淀南路32号,839,中信国安,10/31/1997,"1,567,930,541","1,567,409,999",华北,北京,北京市,G 信息技术,www.citicguoaninfo.com
000848,承德露露,河北承德露露股份有限公司,"HE BEI CHENG DE LOLO CO.,LTD",河北省承德市高新技术产业开发区（西区8号）,848,承德露露,11/13/1997,"190,086,000","189,983,985",华北,河北,承德市,C0 食品饮料,www.lolo.com.cn
000850,华茂股份,安徽华茂纺织股份有限公司,"ANHUI HUAMAO TEXTILE CO.,LTD",安徽省安庆市纺织南路80号,850,华茂股份,10/7/1998,"629,110,006","336,991,173",华东,安徽,安庆市,C1 纺织服装,www.chinahuamao.net
000851,高鸿股份,大唐高鸿数据网络技术股份有限公司,"GOHIGH DATA NETWORKS TECHNOLOGY C0.,LTD",贵州省贵阳国家高新技术产业开发区金阳知识经济产业园A－1－63号,851,高鸿股份,6/9/1998,"332,900,000","253,960,891",西南,贵州,贵阳市,C6 金属非金属,www.gohigh.com.cn
000852,江钻股份,江汉石油钻头股份有限公司,KINGDREAM PUBLIC LIMITED COMPANY,湖北省武汉市东湖新技术开发区华工园一路5号,852,江钻股份,11/26/1998,"400,400,000","130,094,827",华中,湖北,武汉市,C7 机械设备,www.kingdream.com.cn
000856,唐山陶瓷,唐山陶瓷股份有限公司,TANGSHAN CERAMIC CO. LTD.,河北省唐山市路北区缸窑路110号,856,*ST 唐陶,8/13/1998,"227,000,000","132,070,579",华北,河北,唐山市,C6 金属非金属,www.tangshanceramic.com
000858,五 粮 液,宜宾五粮液股份有限公司,"WULIANGYE YIBIN CO.,LTD",四川省宜宾市翠屏区岷江西路150号,858,五 粮 液,4/27/1998,"3,795,966,720","3,795,520,981",西南,四川,宜宾市,C0 食品饮料,www.wuliangye.com.cn
000859,国风塑业,安徽国风塑业股份有限公司,"ANHUI GUOFENG PLASTIC INDUSTRY CO., LTD",安徽省合肥国家高新技术产业开发区天智路,859,国风塑业,11/19/1998,"420,480,000","290,100,900",华东,安徽,合肥市,C4 石化塑胶,www.guofeng.com
000860,顺鑫农业,北京顺鑫农业股份有限公司,"BEIJING SHUNXIN AGRICULTURE CO.,LTD",北京市顺义区站前街南侧,860,顺鑫农业,11/4/1998,"438,540,000","232,412,209",华北,北京,北京市,A 农林牧渔,www.000860.com
000861,海印股份,广东海印永业（集团）股份有限公司,"GUANGDONG HIGHSUN YONGYE (GROUP) CO.,LTD.",广东省广州市越秀区东湖西路56-58号,861,海印股份,10/28/1998,"492,188,966","149,138,681",华南,广东,广州市,C6 金属非金属,www.000861.com
000862,银星能源,宁夏银星能源股份有限公司,"Ning Xia Yin Xing Energy Co.,Ltd.",宁夏回族自治区银川市黄河东路620号,862,银星能源,9/15/1998,"235,890,000","235,890,000",西北,宁夏,银川市,C7 机械设备,www.wzyb.com.cn
000863,和光商务,深圳和光现代商务股份有限公司,"SHENZHEN DAWNCOM BUSINESS TECHNOLOGY AND SERVICE CO.,LTD",广东省深圳市福田区滨河路北5022号联合广场B座703室,863,*ST 商务,9/25/1997,"174,620,264","78,000,004",华南,广东,深圳市,G 信息技术,www.000863.com
000868,安凯客车,安徽安凯汽车股份有限公司,"ANHUI ANKAI AUTOMOBILE CO.,LTD",安徽省合肥市葛淝路1号,868,安凯客车,7/25/1997,"307,010,000","267,150,000",华东,安徽,合肥市,C7 机械设备,www.ankai.com
000869,张 裕,烟台张裕葡萄酿酒股份有限公司,"YANTAI CHANGYU PIONEER WINE CO.,LTD",山东省烟台市大马路56号,869,张 裕Ａ,10/26/2000,"348,816,000","135,794,880",华东,山东,烟台市,C0 食品饮料,www.changyu.com.cn
000875,吉电股份,吉林电力股份有限公司,JILIN POWER SHARE CO.LTD,吉林省长春市工农大路3088号,875,吉电股份,9/26/2002,"839,100,000","660,018,365",东北,吉林,长春市,D 水电煤气,
000876,新 希 望,四川新希望农业股份有限公司,"SICHUAN NEW HOPE AGRIBUSINESS CO.,LTD",四川省绵阳国家高新技术产业开发区,876,新 希 望,3/11/1998,"756,701,400","740,834,298",西南,四川,绵阳市,C0 食品饮料,www.newhopegroup.com
000877,天山股份,新疆天山水泥股份有限公司,"XINJIANG TIANSHAN CEMENT CO.,LTD",新疆维吾尔自治区乌鲁木齐市水泥厂街242 号,877,天山股份,1/7/1999,"312,033,600","308,720,705",西北,新疆,乌鲁木齐市,C6 金属非金属,www.tianshan.cn
000878,云南铜业,云南铜业股份有限公司,YUNNAN COPPER INDUSTRY CO.LTD,云南省昆明市国家高新技术产业开发区,878,云南铜业,6/2/1998,"1,256,688,800","1,256,674,723",西南,云南,昆明市,C6 金属非金属,www.yunnan-copper.com
000880,潍柴重机,潍柴重机股份有限公司,"Weichai Heavy Machinery Co., Ltd.",山东省潍坊市长松路69号,880,潍柴重机,4/2/1998,"276,100,500","135,135,000",华东,山东,潍坊市,C7 机械设备,www.weichaihm.com
000881,大连国际,中国大连国际合作(集团)股份有限公司,CHINA DALIAN INTERNATIONAL COOPERATION (GROUP) HOLDINGS LTD.,辽宁省大连市西岗区黄河路219号,881,大连国际,9/2/1998,"308,918,400","304,923,564",东北,辽宁,大连市,M 综合类,www.china-cdig.com
000882,华联股份,北京华联商厦股份有限公司,"BEIJING HUALIAN DEPARTMENT STORE CO.,LTD",北京市通州区永乐经济技术开发区永开路1号,882,华联股份,6/16/1998,"493,850,501","249,193,175",华北,北京,北京市,H 批发零售,www.beijing-hualian.com
000883,三环股份,湖北三环股份有限公司,"HUBEI TRIRING CO.,LTD",湖北省武汉市武汉东湖新技术开发区东信路18 号,883,三环股份,5/19/1998,"285,387,695","191,778,357",华中,湖北,武汉市,C7 机械设备,www.triring.cn
000885,同力水泥,河南同力水泥股份有限公司,"Henan Tongli Cement Co.,Ltd",河南省郑州市农业路41号投资大厦5层,885,同力水泥,3/19/1999,"252,543,955","66,598,725",华中,河南,郑州市,C6 金属非金属,www.chundu.com.cn
000886,海南高速,海南高速公路股份有限公司,"HAINAN EXPRESSWAY CO., LTD",海南省海口市蓝天路16号高速公路大楼,886,海南高速,1/23/1998,"988,828,300","941,640,965",华南,海南,海口市,F 运输仓储,www.hi-expressway.com
000887,中鼎股份,安徽中鼎密封件股份有限公司,"ANHUI ZHONGDING SEALING PARTS CO.,LTD",安徽省宁国经济技术开发区,887,中鼎股份,12/3/1998,"425,555,136","173,559,034",华东,安徽,宣城市,C4 石化塑胶,www.chinafeicai.com
000888,峨 眉 山,峨眉山旅游股份有限公司,"EMEI SHAN TOURISM CO.,LTD",四川省峨眉山市名山南路41号,888,峨眉山Ａ,10/21/1997,"235,188,000","147,023,541",西南,四川,乐山市,K 社会服务,www.ems517.com
000889,渤海物流,秦皇岛渤海物流控股股份有限公司,QINHUANGDAO BOHAI PHYSICAL DISTRIBUTION HOLDING CO. LTD,河北省秦皇岛市海港区河北大街152号,889,渤海物流,12/18/1997,"338,707,568","338,451,615",华北,河北,秦皇岛市,H 批发零售,www.hlsc.com.cn
000890,法 尔 胜,江苏法尔胜股份有限公司,"JIANGSU FASTEN CO.,LTD",江苏省江阴市通江北路203号,890,法 尔 胜,1/19/1999,"379,641,600","379,509,567",华东,江苏,无锡市,C6 金属非金属,www.chinafasten.com
000892,星美联合,星美联合股份有限公司,STELLAR MEGAUNION CO.，LTD,重庆市涪陵区人民东路50号,892,ST星美,1/15/1999,"413,876,880","305,868,033",西南,重庆,重庆市,G 信息技术,www.chinacfc.com
000893,东凌粮油,广州东凌粮油股份有限公司,DONGKLING GRAIN & OIL CO. LTD,广州市南沙区万顷沙镇红安路3号,893,东凌粮油,12/24/1998,"222,000,000","109,897,544",华南,广东,广州市,C0 食品饮料,www.wanbao-compressor.com.cn
000895,双汇发展,河南双汇投资发展股份有限公司,"HENAN SHUANGHUI INVESTMENT & DEVELOPMENT CO.,LTD",河南省漯河市双汇路1号双汇大厦,895,双汇发展,12/10/1998,"605,994,900","294,056,509",华中,河南,漯河市,C0 食品饮料,www.shuanghui.com.cn
000897,津滨发展,天津津滨发展股份有限公司,"TIANJIN JINBIN DEVELOPMENT CO., LTD",天津经济技术开发区黄海路98号二区B座一门501室,897,津滨发展,4/22/1999,"1,617,272,234","1,617,007,342",华北,天津,天津市,J 房地产业,www.jbdc.com.cn
000898,鞍钢股份,鞍钢股份有限公司,"ANGANG STEEL CO.,LTD",辽宁省鞍山市铁西区鞍钢厂区,898,鞍钢股份,12/25/1997,"6,149,007,847","1,808,105,204",东北,辽宁,鞍山市,C6 金属非金属,www.ansteel.com.cn
000899,赣能股份,江西赣能股份有限公司,"JIANGXI GANNENG CO.,LTD",江西省南昌市高新技术开发区火炬大街199号,899,赣能股份,11/26/1997,"548,032,000","237,894,840",华东,江西,南昌市,D 水电煤气,www.000899.com
000900,现代投资,现代投资股份有限公司,"XIANDAI INVESTMENT CO., LTD",湖南省长沙市八一路466号,900,现代投资,1/28/1999,"399,165,900","290,597,675",华中,湖南,长沙市,F 运输仓储,www.xdtz.net
000901,航天科技,航天科技控股集团股份有限公司,"AEROSPACE HI-TECH HOLDING GROUP CO., LTD.",黑龙江省哈尔滨市平房区哈平西路45号,901,航天科技,4/1/1999,"221,759,998","221,759,998",东北,黑龙江,哈尔滨市,C7 机械设备,www.htkjgroup.com
000902,中国服装,中国服装股份有限公司,"CHINA GARMENTS CO., LTD",北京市新技术产业开发试验区丰台科技园区,902,*ST中服,4/8/1999,"258,000,000","258,000,000",华北,北京,北京市,C1 纺织服装,www.chinagarments.net.cn
000903,云内动力,昆明云内动力股份有限公司,"KUNMING YUNNEI POWER CO., LTD.",云南省昆明市穿金路715号,903,云内动力,4/15/1999,"378,200,000","236,450,000",西南,云南,昆明市,C7 机械设备,www.yunneidongli.com
000905,厦门港务,厦门港务发展股份有限公司,"XIAMEN PORT DEVELOPMENT CO., LTD.",福建省厦门市湖里区长岸路海天港区联检大楼13楼,905,厦门港务,4/29/1999,"531,000,000","238,284,000",华东,福建,厦门市,F 运输仓储,www.xmgw.com.cn
000906,南方建材,南方建材股份有限公司,"Southern Building Materials CO.,LTD.",湖南省长沙市芙蓉中路29号,906,南方建材,7/7/1999,"237,500,000","86,450,000",华中,湖南,长沙市,H 批发零售,www.nfjc.com.cn
000908,天一科技,湖南天一科技股份有限公司,"HUNAN TIANYI SCIENCE AND TECHNOLOGY CO., LTD",湖南省平江县城关镇南街339号,908,*ST天一,2/3/1999,"280,000,000","129,183,158",华中,湖南,岳阳市,C7 机械设备,www.china-tianyi-pump.com
000909,数源科技,数源科技股份有限公司,"SOYEA TECHNOLOGY CO., LTD",浙江省杭州西湖区教工路一号,909,数源科技,5/7/1999,"196,000,000","196,000,000",华东,浙江,杭州市,G 信息技术,www.soyea.com.cn
000910,大亚科技,大亚科技股份有限公司,"DARE TECHNOLOGY CO.,LTD",江苏省丹阳经济技术开发区金陵西路95号,910,大亚科技,6/30/1999,"527,500,000","527,500,000",华东,江苏,镇江市,C3 造纸印刷,www.daretechnology.com
000911,南宁糖业,南宁糖业股份有限公司,"NANNING SUGAR MANUFACTURING CO.,LTD",广西南宁市亭洪路48号,911,南宁糖业,5/27/1999,"286,640,000","286,640,000",华南,广西,南宁市,C0 食品饮料,www.nnsugar.com
000912,泸 天 化,四川泸天化股份有限公司,"SICHUAN LUTIANHUA CO.,LTD",四川省成都市,912,泸 天 化,6/3/1999,"585,000,000","267,150,000",西南,四川,成都市,C4 石化塑胶,www.chinalth.com
000913,钱江摩托,浙江钱江摩托股份有限公司,"ZHEJIANG QIANJIQNG MOTORYCLE CO.,LTD",浙江省温岭市经济开发区,913,钱江摩托,5/14/1999,"453,536,000","453,436,347",华东,浙江,台州市,C7 机械设备,www.qjmotor.com
000915,山大华特,山东山大华特科技股份有限公司,"SHANDONG SHANDA WIT SCIENCE AND TECHNOLOGY CO., LTD",山东省沂南县县城振兴路6号,915,山大华特,6/9/1999,"180,254,989","179,208,129",华东,山东,临沂市,M 综合类,www.sd-wit.com
000916,华北高速,华北高速公路股份有限公司,"HUABEI EXPRESSWAY CO.,LTD",北京经济技术开发区东环北路9 号,916,华北高速,9/27/1999,"1,090,000,000","411,373,683",华北,北京,北京市,F 运输仓储,www.hbgsgl.com.cn
000917,电广传媒,湖南电广传媒股份有限公司,"HUNAN TV&BROADCAST INTERMEDIARY CO., LTD",湖南省长沙市浏阳河大桥东,917,电广传媒,3/25/1999,"406,378,405","318,724,171",华中,湖南,长沙市,L 传播文化,www.tik.com.cn
000918,嘉凯城,嘉凯城集团股份有限公司,"China Calxon Group Co., Ltd.",湖南省长沙市岳麓区银盆南路289号万利大厦五楼,918,嘉凯城,7/20/1999,"1,804,191,500","144,000,000",华中,湖南,长沙市,J 房地产业,www.yahuaseeds.com
000919,金陵药业,金陵药业股份有限公司,"JINLING PHARMACEUTICAL CO.,LTD",江苏省南京经济技术开发区新港大道58号,919,金陵药业,11/18/1999,"504,000,000","232,144,900",华东,江苏,南京市,C8 医药生物,www.jlyy000919.com
000920,南方汇通,南方汇通股份有限公司,"SOUTH HUITON CO.,LTD",贵州省贵阳国家高新技术产业开发区,920,南方汇通,6/16/1999,"422,000,000","422,000,000",西南,贵州,贵阳市,C7 机械设备,www.southhuiton.com
000921,海信科龙,海信科龙电器股份有限公司,HISENSE KELON ELECTRICAL HOLDINGS COMPANY LIMITED,广东省佛山市顺德区容桂街道容港路8号,921,ST 科 龙,7/13/1999,"532,416,755","298,040,833",华南,广东,佛山市,C7 机械设备,www.kelon.com
000922,阿继电器,阿城继电器股份有限公司,"ACHENG RELAY CO.,LTD",黑龙江省哈尔滨市南岗区赣水路高新技术产业开发区15号楼,922,*ST阿继,6/18/1999,"298,435,000","171,879,652",东北,黑龙江,哈尔滨市,C7 机械设备,www.arc.com.cn
000923,河北宣工,河北宣化工程机械股份有限公司,"XUANHUA CONSTRUCTION MACHINERY CO.,LTD",河北省张家口市,923,河北宣工,7/14/1999,"198,000,000","96,256,633",华北,河北,张家口市,C7 机械设备,www.hbxg.com
000925,众合机电,浙江众合机电股份有限公司,"United Mechanical & Electrical Co.,Ltd.",浙江省杭州市高新区之江科技工业园创业路8号,925,众合机电,6/11/1999,"279,048,108","73,200,000",华东,浙江,杭州市,C7 机械设备,www.000925.net
000926,福星股份,湖北福星科技股份有限公司,"HUBEI FUXING SCIENCE AND TECHNOLOGY CO.,LTD",湖北省汉川市沉湖镇福星街1号,926,福星股份,6/18/1999,"709,979,650","524,190,374",华中,湖北,孝感市,J 房地产业,www.chinafxkj.com
000927,一汽夏利,天津一汽夏利汽车股份有限公司,"TIANJIN FAW XIALI AUTOMOBILE CO.,LTD",天津市西青区中北斜乡李楼南,927,一汽夏利,7/27/1999,"1,595,174,020","1,595,170,960",华北,天津,天津市,C7 机械设备,www.tjfaw.com.cn
000928,中钢吉炭,中钢集团吉林炭素股份有限公司,"JILIN CARBON CO.,LTD",吉林省吉林市昌邑区和平街九号,928,中钢吉炭,3/12/1999,"282,899,000","282,896,994",东北,吉林,吉林市,C6 金属非金属,www.jlts.cn
000929,兰州黄河,兰州黄河企业股份有限公司,"LANZHOU HUANGHE ENTERPRISE CO., LTD",甘肃省兰州市七里河区郑家庄108号,929,兰州黄河,6/23/1999,"185,766,000","185,588,036",西北,甘肃,兰州市,C0 食品饮料,www.yellowriver.net.cn
000930,丰原生化,安徽丰原生物化学股份有限公司,"ANHUI BBCA BIOCHEMICAL CO., LTD",安徽省蚌埠市大庆路73号,930,丰原生化,7/12/1999,"964,411,115","964,406,615",华东,安徽,蚌埠市,C0 食品饮料,www.zlfysh.com
000931,中 关 村,北京中关村科技发展(控股)股份有限公司,"BEIJING CENTERGATE TECHNOLOGIES (HOLDING) CO., LTD",北京市海淀区中关村南大街32号,931,中 关 村,7/12/1999,"674,846,940","506,484,232",华北,北京,北京市,K 社会服务,www.centek.com.cn
000932,华菱钢铁,湖南华菱钢铁股份有限公司,"HUNAN VALIN STEEL CO.,LTD",湖南省长沙市芙蓉中路269号华菱大厦20楼,932,华菱钢铁,8/3/1999,"2,737,650,025","1,121,291,251",华中,湖南,长沙市,C6 金属非金属,www.valin.cn
000933,神火股份,河南神火煤电股份有限公司,HENAN SHEN HUO COAL INDUSTRY AND ELECTRICITY POWER CO.LTD,河南省永城市新城区光明路,933,神火股份,8/31/1999,"750,000,000","749,944,866",华中,河南,商丘市,B 采掘业,www.shenhuo.com/md/index.asp
